Country Name;Country Code;Indicator Name;Indicator Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Sub-Saharan Africa;SST;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0144;0.0144;0.0143;0.0148;0.016;0.0166;0.0172;0.0178;0.0181;0.0209;0.0205;0.0197;0.0183;0.02;0.0193;0.0192;0.0221;0.0311;0.0285;0.0263;0.0393;0.0529;0.0449;0.0436;0.0533;0.0542;0.0565;0.0564;0.0576;0.0587;0.0565;0.0564;0.0646;0.0728;0.0834;0.0899;0.0964;0.0988;0.1059;0.1136;0.1248;0.1266;0.1332;0.1328;0.1325;0.1404;0.1414;0.1408;0.1405;0.1586;0.161;0.1686;0.1579
Small states;STP;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.6268;0.6272;0.7217;0.7505;0.6764;0.7516;0.7146;0.7825;0.8016;0.7923;0.7746;0.6572;0.5838;0.4281;0.3781;0.491;0.497;0.3944;0.4803;0.571;0.6347;0.5914;0.5623;0.5688;0.5572;0.5763;0.5631;0.5888;0.6051;0.5531;1.4787;1.5189;1.1165;1.2331;1.3923;1.6871;1.5296;1.4128;1.4579;1.4496;1.7475;1.9538;2.4425;2.286;2.6188;2.7232;2.9583;2.448;2.1501;2.6605;2.6054;3.2847;3.289
Sao Tome and Principe;SUR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;43.8019;43.7619;44.5293;45.9343;46.6475;48.0956;49.0973;51.0649;57.2875;58.5652;62.4384;60.5607;58.7773;58.4904;60.5897;60.3691;57.4231;59.3282;60.2277;59.7423;60.1181;52.057;48.6438;47.3509;44.8762;45.2271;45.4177;45.2686;44.309;43.7523;41.2976;41.691;41.4006;41.6862;41.1705;41.8061;41.2088;40.6768;40.6952;36.8926;39.3279;37.5573;35.8384;36.1493;33.6589;34.1112;35.0566;37.3056;36.6487;34.4752;32.31;36.2632;35.2332
Suriname;SVK;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;10.4535;10.3989;10.1776;11.6806;12.4982;12.0414;11.6079;12.6379;13.2952;14.0852;14.2973;11.5877;11.3113;13.8773;14.0396;13.7022;13.5863;12.9357;17.2946;16.1235;14.9405;13.8631;13.2798;13.9803;14.0777;14.9777;15.7312;16.2302;16.0428;15.4373;15.0374;16.8958;17.2059;17.054;17.3987;17.6361;17.9447;17.9222;18.8881;16.8902;17.1627;16.0823;15.5193;15.5139;14.1302;14.2991;15.0252;15.3483;15.3301;14.8845;13.5479;14.2807;13.9469
Slovak Republic;SVN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;94.3312;87.1352;87.4392;89.8592;82.7458;84.36;91.1638;87.5865;82.2709;85.1693;77.798;70.4089;64.359;58.7246;58.1577;62.1065;63.713;61.8147;59.9359;57.1167;56.5374;57.07;59.8629;59.7027;62.0515;61.8738;67.3899;61.5772;62.7139;61.3551;57.7442;57.946;59.3924;60.0295;58.3737;55.0238;55.3928;53.1643;52.1376;47.5792;53.5567;49.2663;46.874;45.1071;43.786;44.1553;43.6925;43.3125;40.9315;40.2031;39.0794;38.0321;37.8502
Slovenia;SWE;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.2246;0.2246;0.231;0.2437;0.25;0.2816;0.2754;0.2754;0.5602;0.5613;0.6177;0.5814;0.5872;0.4398;0.499;0.574;0.6335;0.6646;0.7088;0.7431;1.105;1.0897;0.9123;0.8196;1.459;1.417;1.1347;1.1558;1.178;1.2647;1.097;1.1115;1.0817;1.0037;0.9931;0.9897;0.998;1.0319;1.0128;1.0491;0.8551;0.8188;0.8104;0.9622;0.9823;1.0206;1.1207;1.11;1.1101;1.1738;1.152;1.1884;1.3489
Sweden;SWZ;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.1069;0.1069;0.1063;0.1101;0.1188;0.1235;0.128;0.1326;0.1347;0.1556;0.1527;0.1169;0.0994;0.188;0.1909;0.1997;0.1971;0.2942;0.4005;0.3838;0.2707;0.3902;0.3288;0.3291;0.3289;0.3464;0.3613;0.3831;0.3907;0.3981;0.7798;0.8481;0.761;0.7635;1.0712;0.9705;1.0626;0.8756;0.9316;1.011;0.9255;0.7776;0.8894;0.7985;0.9324;0.9844;1.0623;1.0885;0.9791;1.0162;1.0311;1.0751;1.0951
Eswatini;SYC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;6.3275;6.3595;6.1287;5.8251;7.9291;9.2741;10.6619;11.7288;12.0246;15.3225;14.3515;16.1452;19.1208;22.5934;25.3147;22.8385;23.8183;30.254;29.6807;28.6345;32.96;36.0596;35.8247;36.8136;38.8212;40.4472;43.4655;43.2731;45.9529;45.1459;45.8428;45.951;45.7606;45.9166;47.9831;58.7642;61.5261;64.9822;66.6386;62.3686;62.6479;58.6262;46.1108;31.1896;26.9706;25.6165;24.6546;26.5275;28.9218;27.6056;26.0806;27.1654;28.2374
Seychelles;SYR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0032;0.0032;0.0039;0.004;0.0035;0.0043;0.0039;0.0043;0.0043;0.0043;0.0042;0.0041;0.0039;0.0038;0.0042;0.0042;0.0044;0.0047;0.005;0.0052;0.0048;0.0048;0.0049;0.0048;0.0047;0.0047;0.0046;0.0047;0.0053;0.0051;0.0162;0.0172;0.0238;0.0256;0.0262;0.0313;0.0388;0.0486;0.0544;0.0607;0.0684;0.0529;0.057;0.069;0.075;0.0755;0.0824;0.0807;0.0906;0.1037;0.0881;0.085;0.0884
Syrian Arab Republic;TCA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.1537;0.154;0.1536;0.1588;0.1709;0.1772;0.1841;0.1939;0.197;0.2248;0.2192;0.1988;0.1857;0.1993;0.0973;0.1163;0.1996;0.2499;0.1427;0.1449;0.2387;0.2945;0.2536;0.1306;0.1466;0.1498;0.1569;0.1629;0.1656;0.1681;0.2476;0.2456;0.2642;0.3931;0.4397;0.464;0.4841;0.5556;0.4743;0.482;0.509;0.669;1.1972;1.299;1.396;1.5922;1.6224;2.097;2.2064;2.2603;1.9781;2.1243;2.1104
Turks and Caicos Islands;TCD;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1031.6417;1036.2343;1105.0144;1158.2574;1180.8562;1341.1559;1393.5836;1574.5115;1770.5447;1824.3363;1791.8171;1781.2384;1855.1754;1950.2178;2110.3137;2138.3441;2268.1861;2428.1398;2608.0764;2708.4575;2805.5799;2977.3997;3120.81;3387.7651;3587.5417;3977.566;4004.1199;4149.6393;4222.0644;4181.0206;4419.7941;4637.5726;4982.5838;5679.57;6463.1963;7240.6149;7956.2297;8616.3671;8861.2406;9433.4547;10299.4194;11217.5359;11569.3568;12074.4546;12274.9851;12188.3295;12235.898;12539.759;13198.6766;13581.3417;13740.0418;14456.4557;14509.6337
Chad;TEA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2932.4327;2981.5834;3127.0304;3308.4701;3449.6362;3645.8341;3798.9052;3899.9681;4027.1972;4093.6542;4198.7545;4140.9745;4173.5273;4214.8273;4263.8093;4328.5282;4440.5636;4570.9748;4628.454;4620.9658;4696.8822;4541.9636;4171.7329;3823.7545;3454.7418;3383.613;3280.5588;3126.1549;3092.2989;3092.1641;3149.4115;3137.9909;3151.9126;3301.7616;3305.3318;3314.9497;3439.1546;3492.6401;3506.7785;3247.8774;3412.6615;3578.4745;3543.827;3464.729;3359.091;3307.4129;3331.5223;3421.7184;3516.4589;3533.2741;3417.0633;3661.6788;3614.6399
East Asia & Pacific (IDA & IBRD countries);TEC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.3481;0.3723;0.418;0.367;0.3398;0.3944;0.3493;0.4601;0.5006;0.5577;0.5146;0.4986;0.5636;0.4112;0.4565;0.4304;0.6391;0.6933;0.6797;0.6895;0.7547;0.6984;0.5329;0.4108;0.7474;0.7371;1.1294;0.8492;1.0462;1.3538;1.2508;1.126;1.1986;1.437;1.3774;1.311;1.2217;1.2176;1.5888;2.7106;2.5248;2.3169;2.2122;1.9012;1.7336;1.5447;2.0943;1.8202;1.9933;2.1848;2.1753;2.3715;2.438
Europe & Central Asia (IDA & IBRD countries);TGO;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;18.108;18.1854;20.6326;23.2565;23.236;23.8418;27.2565;30.1244;33.401;35.5294;37.2873;36.7043;35.5306;39.5043;44.688;48.7213;50.3695;58.1334;66.1487;77.0312;93.9264;103.7364;113.3744;128.5363;144.1118;163.2312;183.542;187.1265;166.5512;174.0806;174.3879;183.0435;194.5276;202.3353;220.4767;228.7033;232.2107;237.214;238.3048;231.4285;245.6832;246.0704;264.102;275.3196;271.7352;279.0886;275.3767;274.037;271.251;281.5515;274.2991;276.2881;282.4458
Togo;THA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;6.977;7.0105;7.365;7.7395;8.1131;8.7155;8.845;9.0838;9.364;9.6076;10.1733;10.2178;10.2691;10.4282;10.3636;10.8959;11.3569;11.5994;11.8134;11.8325;12.3241;11.6327;8.5593;5.8012;3.5895;3.0457;2.7014;2.9774;3.216;2.9964;2.7847;2.7423;2.7557;2.8165;3.3522;3.1913;3.4899;4.0505;3.791;3.0502;3.0712;3.0826;3.5024;3.5941;4.7684;5.0919;5.7151;6.9334;8.2039;9.0379;9.3845;10.4146;10.5513
Thailand;TJK;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;28.3371;28.4293;29.7931;31.2634;32.6678;35.5694;36.0868;36.8269;37.7457;38.5551;40.187;40.4362;40.827;41.3391;41.9705;42.8591;43.6975;44.6286;45.2785;45.4973;45.7008;38.7424;28.6255;27.1622;34.256;34.6749;31.5337;31.5235;32.631;38.5834;39.3612;40.3115;43.2467;48.1807;51.3521;52.925;54.9829;60.8125;61.965;54.6585;61.6817;66.5084;68.8879;66.1889;64.4047;66.423;66.6122;66.5649;65.8168;66.0005;66.5745;68.6293;69.8829
Tajikistan;TKM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;490.0005;491.9264;521.5497;566.1406;593.0103;606.9103;648.0937;670.3725;717.0808;759.9615;790.2466;791.1286;804.2586;781.394;789.6835;801.6988;830.0362;858.4188;875.2249;902.8391;897.2678;927.6996;952.0307;988.9912;1036.3755;1063.266;1131.9246;1199.0263;1250.9167;1242.2518;1286.5004;1290.5564;1297.3627;1325.2672;1389.2877;1432.7229;1475.4147;1525.0009;1567.93;1522.6325;1632.7227;1692.2835;1775.0855;1808.3964;1818.9533;1803.2657;1770.638;1757.106;1706.39;1696.8325;1521.4709;1669.1661;1700.5273
Turkmenistan;TLA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0014;0.0014;0.0015;0.0015;0.0015;0.0015;0.0015;0.0015;0.0014;0.0014;0.0013;0.0014;0.0014;0.0014;0.0015;0.0015;0.0016;0.0016;0.0016;0.0017;0.0017;0.0018;0.0019;0.0019;0.002;0.002;0.002;0.002;0.0646;0.1635;0.2283;0.1244;0.1059;0.2745;0.5218;0.3508;0.3406;0.3041;0.3013;0.336;0.3297;0.3661;0.6236;0.7565;0.7459;0.704;0.6704;0.6976;0.6833;0.6671;0.5418;0.5489;0.5726
Latin America & the Caribbean (IDA & IBRD countries);TLS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;214.4269;215.4842;233.9681;266.7055;270.3867;279.9158;332.1332;345.4793;358.35;372.436;354.6385;340.7677;379.5594;416.9412;434.3655;462.8435;470.9461;491.5785;501.3688;525.4409;560.1683;580.7459;636.0958;667.4182;717.6067;744.3917;759.6873;799.3698;783.0538;812.0526;850.4989;893.7809;915.4472;940.7414;998.5464;1075.0156;1130.3832;1174.1904;1215.4225;1259.6809;1287.9648;1292.4856;1360.404;1381.5817;1416.2558;1405.2712;1428.3316;1498.712;1537.3332;1512.9684;1446.1194;1546.0674;1583.1998
Timor-Leste;TMN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0189;0.019;0.0202;0.0243;0.0297;0.0246;0.0242;0.0256;0.0254;0.0273;0.0294;0.0435;0.0428;0.0423;0.0378;0.0418;0.0225;0.0576;0.0733;0.0867;0.0877;0.0905;0.0874;0.0855;0.1219;0.1063;0.1226;0.1364;0.1436;0.1394;0.1116;0.103;0.1121;0.1336;0.1187;0.1288;0.1408;0.1141;0.124;0.1357;0.1283;0.1225;0.1204;0.1207;0.1334;0.1382;0.1467;0.1806;0.1587;0.1939;0.1568;0.1631;0.1669
Middle East & North Africa (IDA & IBRD countries);TON;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;240.3133;241.0822;250.9574;252.0887;269.0564;287.0914;303.9987;311.392;308.5125;332.1196;346.4131;379.4843;403.009;429.0514;469.2443;493.3408;534.6698;575.5981;611.2468;654.146;688.9828;735.5087;767.6559;806.2048;855.2991;918.3826;962.1356;1011.8707;1037.1626;1110.9622;1148.8652;1173.2323;1213.5116;1252.3113;1353.0218;1409.3731;1503.5225;1639.2388;1731.1948;1880.5111;1984.2442;2103.77;2283.4236;2345.1909;2520.9647;2558.298;2635.3596;2793.39;2931.4052;2893.4919;2660.6293;2895.8965;3045.3918
Tonga;TSA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;270.9194;284.3404;306.6424;349.5006;378.7694;368.6238;393.4018;384.1486;367.4198;403.8819;410.9114;406.9811;406.8214;411.7105;431.2055;443.1629;441.3535;458.827;472.3747;473.8851;479.875;477.2755;479.7537;477.6415;482.259;512.1295;546.0402;563.2841;566.0224;554.5461;570.2313;589.991700000001;593.8374;629.4717;663.5663;678.5255;680.912;699.0263;737.6279;705.2549;738.2599;738.9662;762.8425;803.6061;836.1355;819.4105;834.3731;846.0387;865.3172;886.4452;808.6739;835.096;828.1244
South Asia (IDA & IBRD);TSS;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;6.3591;6.3005;6.4336;6.6725;6.4539;5.8724;6.8245;7.5794;8.0167;7.8585;8.641;9.1812;10.3799;11.1065;11.5936;11.8058;11.6439;11.9999;12.7796;12.7811;12.6702;12.9337;13.2809;12.9505;14.3162;13.8183;14.8734;14.8509;17.9546;18.4528;18.6778;21.2433;22.9297;26.3474;28.314;34.0463;37.3717;38.1792;37.2985;36.1485;39.7061;40.0358;36.7952;36.0295;35.899;35.5335;31.8521;32.3097;31.5362;32.0746;29.435;29.2649;29.2174
Sub-Saharan Africa (IDA & IBRD countries);TTO;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;4.2529;4.2674;4.8049;4.8295;5.3235;5.4201;5.7846;6.5112;7.2264;8.5335;9.4072;9.7279;9.4583;10.9889;11.4493;11.8478;12.1963;12.3339;13.1271;14.1664;14.7225;15.2192;16.1748;16.8053;16.9145;17.2791;17.8223;18.3655;19.1727;20.1562;21.123;22.0049;21.7699;21.5583;22.8079;23.4397;24.2308;24.9733;25.4184;25.3567;27.722;26.2558;28.2339;28.2137;30.197;30.7137;29.8544;30.1591;30.1784;30.2719;28.6966;35.1476;35.9154
Trinidad and Tobago;TUN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;45.1274;49.5158;57.3985;62.2901;64.8218;70.1677;77.8569;85.8593;84.7246;78.1384;81.5531;81.6987;88.6098;93.549;99.0564;107.6644;117.8867;128.261;124.4525;137.8021;155.0201;152.3864;158.836;164.3942;163.4392;178.2318;194.2325;204.3571;205.9488;204.5041;226.9144;206.7284;217.3196;229.1961;235.6291;245.6485;273.6837;300.1686;299.0327;301.4417;312.2163;332.7711;344.1787;334.1108;355.6857;368.3596;392.3754;434.0801;430.3928;415.2444;425.093;466.7905;481.2475
Tunisia;TUR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Turkiye;TUV;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.568;1.5684;1.8344;1.9053;1.7476;1.6329;1.5787;1.6095;1.6846;1.7765;1.752;1.7719;1.6145;1.581;1.6528;1.7428;1.8427;1.8747;1.9564;1.9717;2.0839;2.2095;2.0467;2.1486;2.1293;2.9278;3.4521;3.2383;2.8191;2.6356;3.0681;3.2504;3.7077;3.9309;5.3035;5.9314;6.1828;6.0578;6.2215;6.0544;7.0854;8.1329;9.7231;10.886;10.2007;10.8771;10.9902;12.0164;12.4214;15.2689;14.9115;16.5412;16.9787
Tuvalu;TZA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.9368;0.9434;0.9275;0.8549;0.8935;0.8221;1.0225;0.9521;0.7428;0.7655;0.7174;0.5837;0.5475;0.5235;0.544;0.5649;0.6217;0.6946;0.7491;0.7044;0.8303;0.8444;0.8595;0.8661;0.7811;1.0117;1.1046;1.1607;1.3562;1.3957;1.4121;1.4362;1.6369;1.7295;1.8105;2.2198;2.5764;3.107;3.3564;3.7044;3.6556;4.0919;4.1541;4.212;4.6341;5.3747;5.7707;6.0007;6.7073;6.8928;6.7239;7.3689;7.5403
Tanzania;UGA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;523.3035;534.4015;558.8273;586.6548;609.2485;629.1011;654.7349;669.0036;676.2764;693.7688;708.9202;699.7458;698.1137;697.561;698.2662;704.3998;719.7154;740.8903;750.0945;749.2452;779.5823;735.7292;645.4964;563.2866;466.0755;460.2847;393.3707;378.4358;361.2061;360.6769;357.4659;356.5989;357.0283;389.2548;365.0425;353.0201;354.0088;362.0504;347.5183;288.222;309.2208;326.936;318.8237;308.9306;265.0329;221.5948;221.9612;200.128;213.6814;201.5269;192.0138;180.5078;132.5415
Uganda;UKR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2626.6452;2654.684;2820.8602;3013.0377;3117.8154;3362.2195;3559.9681;3801.4757;4048.1578;4165.5697;4180.9166;4153.2181;4281.0899;4385.8596;4596.3186;4683.429;4874.2471;5121.7429;5339.5197;5487.5483;5715.9942;5844.9744;5897.8094;6059.5323;6194.8116;6587.0381;6592.6805;6798.3017;6880.6251;6819.3692;7162.0563;7381.24;7770.4425;8597.4695;9483.9667;10348.8574;11207.3551;11986.7034;12343.6762;12756.6218;13782.6749;14799.2826;15280.792;15846.6301;16005.0772;15783.9624;15819.7302;16174.2619;16789.4972;17084.7988;17024.4713;17960.3612;18023.6924
Ukraine;UMC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;5.298;5.2773;5.7169;5.3722;5.1838;5.5244;5.6754;5.5731;5.7258;6.216;5.5646;5.2995;4.9254;3.9286;3.5291;3.3075;3.243;3.672;4.727;5.0979;3.9249;4.4443;4.8858;4.6295;4.3406;4.7515;5.5624;5.6491;5.8791;6.8609;5.527;4.9956;4.5856;4.5725;5.7219;5.5198;6.438;5.9765;7.8669;7.7867;6.4131;7.7424;8.8178;7.5959;6.6612;6.837;6.7355;6.341;6.8315;7.1178;6.8958;8.5329;8.5415
Upper middle income;URY;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;4595.4067;4460.2592;4711.1169;4897.1717;4727.9915;4515.9139;4816.3121;4980.5074;4970.3799;5007.2175;4780.7338;4709.5382;4465.348;4449.3626;4655.161;4681.3857;4643.8568;4801.2003;5021.6831;5079.3164;4984.0667;4939.4665;5017.4561;5135.9886;5218.2984;5271.8877;5426.9211;5699.9818;5745.3655;5762.3185;5929.1884;5878.074;5727.1688;5793.304;5880.3744;5888.4987;5790.3898;5873.1342;5689.6995;5273.5107;5521.9663;5308.1164;5088.2532;5225.2858;5244.399;5133.5565;5029.157;4959.6319;5117.5686;4966.9703;4466.7314;4768.8734;4853.7802
Uruguay;USA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;79.0961;79.3953;83.4733;88.0297;92.5654;99.2719;101.5274;104.2002;107.6992;110.4803;115.2126;115.5431;116.992;118.9893;121.3534;124.3442;127.7533;130.8874;132.8856;133.1429;127.4831;127.7398;119.0872;118.857;113.2532;102.3435;103.6273;104.4201;119.4774;120.1055;127.2268;128.2881;132.3549;124.6433;127.8376;121.4419;130.1763;126.6463;132.663;120.3557;131.1806;133.88;119.0682;117.4577;109.9435;104.6837;110.9488;114.9687;118.4511;123.1914;120.2673;127.7124;132.4335
United States;UZB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0112;0.0112;0.0136;0.0137;0.0123;0.0148;0.0134;0.0148;0.0148;0.0147;0.0145;0.0142;0.0134;0.0131;0.0145;0.0146;0.0128;0.0136;0.0172;0.0285;0.0275;0.0266;0.0323;0.0263;0.0471;0.0517;0.0462;0.0551;0.0616;0.0597;0.0381;0.0452;0.0509;0.0554;0.0601;0.0614;0.0662;0.0723;0.0754;0.1152;0.0906;0.065;0.0857;0.0846;0.0909;0.0897;0.0945;0.0997;0.1007;0.0971;0.0825;0.0797;0.0828
Uzbekistan;VCT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;50.02;57.1448;55.7655;56.6774;64.659;63.7134;60.5853;64.8068;67.0672;72.0302;81.8293;89.5569;90.5228;91.2613;90.2089;90.9939;91.5208;92.3416;92.0786;93.325;99.4047;102.2587;100.8399;103.2455;109.9167;110.3607;119.5668;127.7101;133.4712;135.2234;131.3186;137.4267;142.6477;147.405;142.6252;149.3917;155.614;154.5719;151.8113;160.2757;161.6002;172.8861;169.016;191.007;190.1059;188.6347;172.0998;158.8809;147.8064;137.2538;114.1736;77.8049;88.2403
St. Vincent and the Grenadines; RB;VEN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);0.0073;0.0073;0.0089;0.009;0.008;0.0097;0.0088;0.0097;0.0097;0.0096;0.0095;0.014;0.0131;0.0128;0.0095;0.0096;0.0061;0.0169;0.0183;0.0187;0.0172;0.0175;0.0176;0.0173;0.0171;0.0169;0.022;0.0224;0.0229;0.0222;0.0253;0.0259;0.0284;0.0319;0.0333;0.0347;0.0408;0.0451;0.0509;0.0589;0.0659;0.0522;0.056;0.0673;0.0692;0.0678;0.0723;0.0614;0.0855;0.0759;0.0645;0.0622;0.0647
Venezuela;VGB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002
British Virgin Islands;VIR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;17.5072;17.5232;16.9843;18.9262;15.7784;18.5593;13.5593;14.7525;14.9363;15.5795;16.2712;16.7397;18.1238;19.546;19.5968;19.7577;21.6848;24.1184;23.6769;20.3343;20.5846;20.7078;21.7165;25.431;29.8995;34.3916;38.729;44.6357;49.9011;51.1241;56.5588;62.1131;73.0981;77.6578;91.9428;100.5562;103.157;114.3032;125.7729;140.8047;156.7592;157.0664;156.776;163.7998;179.6174;201.5078;223.9845;229.7289;282.3421;333.616;343.1842;337.6902;327.9056
Virgin Islands (U.S.);VNM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0752;0.0752;0.0802;0.0965;0.1185;0.0979;0.0964;0.1018;0.101;0.1086;0.1169;0.1013;0.0998;0.0987;0.0881;0.1113;0.0897;0.0884;0.1167;0.0991;0.1003;0.091;0.0468;0.0458;0.0482;0.0464;0.0473;0.0504;0.0522;0.0507;0.0938;0.1063;0.1032;0.1195;0.0929;0.0949;0.0849;0.1308;0.1291;0.1496;0.1575;0.1835;0.1506;0.1528;0.1775;0.1635;0.1701;0.1941;0.2505;0.2535;0.2049;0.2132;0.2181
Viet Nam;VUT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0659;0.0659;0.0703;0.0845;0.1037;0.0857;0.0844;0.0891;0.0884;0.095;0.1023;0.1013;0.1139;0.1127;0.1256;0.1112;0.0841;0.0958;0.0966;0.1195;0.1208;0.1221;0.1096;0.1205;0.1268;0.1215;0.1245;0.1321;0.1369;0.1328;0.208;0.2185;0.2226;0.2281;0.2236;0.2314;0.2314;0.2379;0.2447;0.2576;0.2675;0.2732;0.2731;0.2817;0.2898;0.3372;0.3627;0.369;0.3613;0.413;0.334;0.3473;0.3554
Vanuatu;WSM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.568;1.6279;1.6411;1.9254;2.3427;2.3315;2.2327;2.7312;2.777;3.0459;3.2568;4.1029;4.1166;4.5918;5.0506;5.1655;5.5131;5.8199;6.3739;6.851;7.0698;7.0886;8.8814;9.5774;8.6561;9.9906;11.1204;11.3876;12.2506;13.0452;14.6992;15.6992;16.7245;16.7706;19.4906;20.398;21.9807;22.907;24.29;25.2167;27.6056;26.3163;22.9792;21.9854;28.7679;28.3385;14.2476;10.627;10.3851;12.1425;12.4508;11.5039;12.2902
