Country Name;Country Code;Indicator Name;Indicator Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Gibraltar;GIB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.4594;0.4622;0.4647;0.4807;0.5137;0.5305;0.5501;0.57;0.5819;0.6615;0.6503;0.6161;0.586;0.6462;0.6285;0.5891;0.7371;1.0722;1.0063;0.9064;0.9624;0.946;0.8476;0.8708;0.8871;0.8953;0.9319;0.9413;0.9754;0.9997;1.504;1.5919;1.7028;1.7947;1.8453;1.7631;1.8793;1.9577;2.0836;2.1705;2.5342;2.6418;2.5194;2.2592;2.3879;2.8612;3.1353;3.1181;3.1786;3.305;3.361;3.6584;3.8017
Guinea;GIN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;0.0792;0.0793;0.0789;0.0817;0.0881;0.0916;0.0949;0.0983;0.0999;0.1152;0.1132;0.1084;0.1006;0.1102;0.116;0.1156;0.1087;0.1857;0.1706;0.1573;0.1247;0.1577;0.1341;0.1401;0.1613;0.1523;0.1588;0.1587;0.1724;0.1757;0.2748;0.3015;0.3105;0.3146;0.3297;0.3339;0.3715;0.3903;0.3951;0.4309;0.4453;0.4612;0.4456;0.4439;0.4868;0.5074;0.4959;0.4943;0.504;0.5317;0.5395;0.5837
Gambia; The;GMB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);0.0442;0.0442;0.044;0.0455;0.0491;0.051;0.0528;0.0547;0.0555;0.0639;0.0628;0.0602;0.056;0.0612;0.0783;0.0876;0.0785;0.1829;0.1935;0.181;0.172;0.2186;0.1958;0.2097;0.2097;0.2132;0.2121;0.2221;0.2266;0.2309;0.2077;0.214;0.224;0.2639;0.2722;0.2771;0.2927;0.3102;0.2949;0.3065;0.3169;0.3169;0.3213;0.328;0.3436;0.3617;0.3659;0.2898;0.2945;0.3045;0.309;0.3341;0.3501
Guinea-Bissau;GNB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0416;0.0416;0.0479;0.0289;0.0352;0.0382;0.0383;0.0383;0.0734;0.0704;0.0642;0.0832;0.064;0.0419;0.045;0.0422;0.0484;0.0515;0.0579;0.0772;0.0711;0.0741;0.0741;0.0771;1.2118;1.2875;1.4094;1.9425;2.3636;2.5839;2.7592;3.6229;3.2385;3.6198;6.3206;6.4343;6.4296;7.1806;6.6505;6.8665;6.842;7.4197;6.9725;7.0913;7.0347;6.5474;6.8721;6.3896;6.1219;5.8403;5.4847;5.5825;5.0539
Equatorial Guinea;GNQ;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;28.8573;29.9066;36.7279;39.2973;38.5091;40.5111;45.4634;47.6854;50.3025;53.2146;53.3269;53.0074;54.1464;57.6306;59.0307;62.4416;62.0341;67.2258;71.7333;76.4163;77.9022;77.9283;80.0555;79.5832;81.2056;84.2534;84.2419;85.1865;88.6414;88.8918;96.0259;98.0858;98.0725;101.8285;101.564;103.6077;102.3586;105.9829;101.8191;96.1591;89.051;86.0982;81.5011;73.8659;71.0042;69.4285;68.1342;68.3568;66.5082;61.4455;52.3082;54.168;56.7771
Greece;GRC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0112;0.0112;0.0136;0.0137;0.0122;0.0148;0.0134;0.0148;0.0148;0.0146;0.0145;0.0188;0.0177;0.0173;0.0192;0.0192;0.0232;0.0305;0.034;0.0348;0.0479;0.0486;0.0503;0.057;0.0647;0.0584;0.0625;0.0843;0.0735;0.0712;0.0525;0.0545;0.0582;0.0644;0.0621;0.0662;0.0739;0.0837;0.0914;0.0986;0.1111;0.0872;0.0934;0.1262;0.1086;0.1106;0.1193;0.117;0.1294;0.1437;0.1221;0.1179;0.1225
Grenada;GRD;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0008;0.0008;0.0008;0.0008;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.0009;0.001;0.001;0.001;0.001;0.001;0.0011;0.0011;0.0011;0.0011;0.0011;0.0012;0.0012;0.0012;0.0012;0.0012;0.0013;0.0013;0.0013;0.0013;0.0013;0.0014;0.0014;0.0014;0.6128;0.6192;0.6349;0.6254;0.6444;0.5588;0.6507;0.6919;0.5459;0.5375;0.4859;0.5229;0.5193;0.5087;0.5104;0.5104;0.4525;0.4394;0.4659
Greenland;GRL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2.5;2.4989;2.7412;2.9108;3.0195;3.3205;3.2914;3.7733;4.1723;4.6517;4.6665;4.0266;3.6609;3.1177;3.504;3.6766;3.1905;3.5705;3.5234;3.7557;3.9144;4.1375;4.8503;5.3854;5.8209;6.793;6.6716;6.9771;8.7033;8.6667;9.6856;10.1749;10.6932;10.6467;10.8517;11.7721;11.9157;12.7011;11.5691;12.1973;11.7769;12.1464;12.5819;13.5354;14.5329;16.9747;18.0394;17.1551;18.7548;19.7134;17.6921;20.0814;20.0901
Guatemala;GTM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0002;0.0003;0.0003;0.0003;0.0003;0.0003
Guam;GUM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.5028;1.5028;1.5249;1.7664;1.5584;1.8406;1.8659;1.8689;1.761;1.6815;1.7734;1.7731;1.4429;1.2944;1.4029;1.441;1.3648;1.3458;1.3957;1.2344;1.174;1.146;1.0825;1.0888;1.4152;1.5327;1.5821;1.724;1.7494;1.7376;1.6621;1.6456;1.6237;1.6197;1.6735;1.4834;1.3346;1.607;1.6055;1.629;1.7612;1.8334;2.0026;1.9774;2.0651;2.0746;2.4572;2.4688;2.5808;2.7933;3.3225;3.7416;3.804
Guyana;GUY;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;11929.1759;11851.8664;12418.8251;13119.3658;12925.9873;12650.4352;13385.0273;13663.333;13875.9613;14185.6118;13881.9662;13542.3727;13151.4777;13141.9807;13479.0133;13582.0921;13637.2327;13961.306;14399.5647;14558.0376;14467.6;14415.0653;14207.1145;14116.695;14130.4234;14267.5427;14595.8236;14730.1744;14729.8864;14846.316;15177.8195;15232.9298;15142.049;15456.3999;15608.1911;15663.9178;15647.24;15827.083;15525.6184;14627.9085;15286.6722;15173.1468;14998.9117;15028.9232;14833.4393;14807.6698;14686.1113;14658.4712;14753.547;14470.29;13360.416;14130.9175;14216.3173
High income;HIC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;9.4932;9.5319;9.813;9.8973;11.341;11.2155;13.02;15.1019;16.0899;15.0126;15.4184;16.4827;18.8876;22.2569;24.5055;25.5184;29.2179;29.6727;32.7193;34.0344;35.0298;38.2084;42.6109;43.5561;37.0808;37.6192;35.1623;34.0403;42.2017;45.1569;41.498;41.4465;40.5383;44.0995;40.3306;42.5841;42.1151;44.2206;42.9329;45.0092;42.0791;45.0234;44.4864;46.0231;47.3937;44.0877;44.9197;43.977;43.9001;43.3538;35.0521;34.4148
Hong Kong SAR; China;HKG;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);1.2179;1.2186;1.2703;1.3981;1.3713;1.4771;1.5528;1.6863;1.7033;1.8037;1.8645;1.7787;1.7492;2.0117;2.0597;1.858;1.8932;2.0993;2.2469;2.4944;2.3554;2.3737;2.6678;2.7964;3.1956;3.7734;4.0014;4.1101;4.7643;4.8288;4.9954;5.8855;6.2157;6.8802;7.8264;7.0914;8.1424;8.6612;8.6651;8.1654;7.9773;9.4831;9.9221;9.7066;9.9258;10.5272;10.3656;9.3382;8.9964;10.1608;8.8253;10.0372;10.6126
Honduras;HND;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;41.552;43.0087;45.0516;54.493;58.8545;54.4141;55.6491;52.0451;51.1031;50.3557;52.4177;52.7954;50.9516;55.203;54.2483;55.6968;57.0132;58.0778;58.306;59.5314;60.035;58.6873;58.8279;60.0284;64.7552;67.8974;72.7179;78.1687;81.3494;84.163;85.2659;89.7069;93.9072;97.5669;102.791;108.0279;117.4587;126.5691;133.0963;140.9025;151.9806;165.2627;176.3363;184.2758;194.0091;206.9371;219.817;227.5187;237.084;249.3105;239.619;261.0087;268.0942
Heavily indebted poor countries (HIPC);HPC;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;21.7065;21.3352;21.2049;22.3987;23.0144;23.5594;22.7981;22.406;23.4717;25.041;22.6006;24.4096;24.6888;27.7749;28.582;29.3197;31.69;30.9916;34.0747;32.7911;24.7993;17.9105;16.4705;16.9031;16.2731;16.8305;16.6197;18.5096;19.6708;19.7683;19.2987;20.3541;21.1742;22.5547;22.5935;22.7198;22.9129;24.4085;23.2226;21.572;20.8272;20.3379;18.6918;18.3064;17.6208;17.9625;18.2083;18.7342;17.7075;17.935;17.014;17.0177;17.225
Croatia;HRV;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.5333;0.5382;0.5225;0.5498;0.599;0.6057;0.8109;0.8467;0.8862;0.8683;0.8589;0.7531;0.8927;0.983;1.0126;1.0468;0.9789;1.0535;1.1319;1.1614;1.1414;1.114;1.0365;0.8774;0.414;1.1264;1.2803;1.4954;1.5322;1.6026;1.6946;1.7276;1.951;1.9369;1.7903;1.8286;1.8509;2.1833;2.1625;2.1225;2.5977;2.9434;2.6045;2.8143;3.1965;3.4497;3.5336;3.5028;3.4735;3.5073;3.4116;3.3109;3.437
Haiti;HTI;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;66.2313;67.8825;70.015;74.8379;76.8921;78.3828;82.3641;86.2575;93.6456;92.299;91.565;90.2983;90.4739;86.7731;88.3386;87.7572;86.2426;87.4341;82.4595;80.5942;71.6829;67.9092;60.8261;61.9547;61.8234;61.4932;62.8113;61.652;61.4414;61.8617;58.7239;60.1829;59.2765;61.8605;59.9896;60.294;59.9915;58.5799;57.3322;51.2309;51.8402;50.9661;47.2884;44.5476;44.6648;47.3196;48.1433;53.8695;53.6536;52.0727;49.6279;51.4645;47.2919
Hungary;HUN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;4960.0084;5015.3026;5289.3663;5615.2222;5823.8208;6226.4741;6549.1644;6871.0734;7225.3864;7421.9486;7525.9538;7486.6589;7664.4048;7834.5157;8120.849;8277.291;8583.1207;8961.1934;9258.80940000001;9439.5359;9676.9031;9779.6442;9668.3005;9694.0267;9679.9732;10130.9239;10183.3601;10338.8189;10422.8801;10447.1986;10855.0715;11133.8103;11565.552;12523.4914;13542.9133;14503.3465;15513.7018;16450.8267;16907.4385;17346.4704;18613.8522;19852.637;20529.9113;21096.5235;21415.4263;21255.5535;21345.0516;21909.6842;22781.517;23109.9274;22634.2214;24034.4448;24252.455
IBRD only;IBD;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;5179.7345;5250.6509;5545.1624;5901.1629;6141.7152;6529.5313;6870.1162;7185.872;7549.105;7786.3895;7892.7812;7840.5746;8022.3511;8204.1422;8498.6218;8667.9183;8985.7553;9383.537;9696.7456;9885.7344;10128.756;10240.593;10128.079;10151.7753;10133.8238;10599.3488;10684.4664;10849.3451;10951.5188;10992.9974;11425.3014;11723.1248;12154.6553;13129.1232;14172.9503;15151.2017;16185.6167;17146.4636;17620.1943;18049.4115;19355.2725;20623.5157;21294.9394;21877.9587;22226.3854;22081.9878;22236.1226;22856.7241;23755.5811;24104.3538;23593.9986;25064.3605;25281.5169
IDA & IBRD total;IBT;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;219.7261;235.3483;255.7961;285.9407;317.8944;303.0572;320.9518;314.7986;323.7186;364.4409;366.8274;353.9157;357.9463;369.6265;377.7728;390.6273;402.6346;422.3436;437.9362;446.1985;451.8529;460.9488;459.7785;457.7486;453.8506;468.4249;501.1063;510.5262;528.6387;545.7988;570.2299;589.3145;589.1033;605.6318;630.037;647.8552;671.9149;695.6369;712.7558;702.9411;741.4203;770.8787;765.0281;781.4352;810.9591;826.4343;891.071;947.0399;974.0641;994.4264;959.7772;1029.9157;1029.0619
IDA total;IDA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;144.0754;158.6661;175.8041;201.7745;229.3263;211.9226;225.5682;215.3989;222.4644;257.4899;255.7663;242.2152;244.0774;249.64;256.4804;268.3074;276.1107;286.1138;298.931;307.5126;302.9341;311.7487;317.8196;321.4;312.305;316.6745;337.0549;339.0652;348.3136;358.5692;376.9292;386.0966;377.6988;383.0839;397.4055;394.2218;405.2327;409.7839;415.2594;398.2276;419.6328;434.4023;416.9858;433.5351;444.497;444.6687;474.6909;495.2897;494.653;502.3914;485.4154;525.0871;513.9245
IDA blend;IDB;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;30.9797;31.3515;37.1089;41.866;46.7878;48.6202;52.3295;71.5401;84.1208;90.5106;90.1452;95.1932;95.9382;94.9253;97.0011;105.3824;116.4156;119.5027;127.901;133.7061;160.8511;173.7365;181.5703;198.883;211.2763;237.3882;250.1717;273.656;276.491;293.1397;294.6399;316.0604;322.8685;352.4141;358.6972;359.8325;382.1883;398.4896;393.8964;409.8985;434.5687;496.3287;503.4282;469.3824;505.126;512.105;506.2579;542.0537;596.9417;636.7911;594.277;611.819;692.2361
Indonesia;IDN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;75.6507;76.6822;79.992;84.1662;88.5681;91.1346;95.3836;99.3997;101.2542;106.951;111.0611;111.7005;113.8689;119.9865;121.2924;122.3199;126.5239;136.2298;139.0052;138.6859;148.9188;149.2001;141.9589;136.3486;141.5456;151.7504;164.0514;171.461;180.3251;187.2296;193.3007;203.2179;211.4045;222.5479;232.6315;253.6334;266.6822;285.853;297.4964;304.7135;321.7875;336.4764;348.0423;347.9001;366.4621;381.7656;416.3801;451.7502;479.4111;492.035;474.3618;504.8286;515.1374
IDA only;IMN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;213.9473;214.4414;222.9766;221.9512;237.6543;253.2144;270.7062;276.033;271.3574;291.7438;303.5891;333.9956;351.9059;374.5945;412.8563;431.4056;468.592;501.4258;532.2893;570.1137;600.6779;646.3681;669.6473;699.74;743.8368;796.4392;833.4901;877.6833;900.6032;961.609;995.6306;1011.7831;1049.8574;1081.7621;1166.7929;1216.5123;1298.3716;1413.8413;1503.5883;1643.5343;1744.1906;1851.2507;2023.5723;2084.1511;2243.4612;2260.4828;2303.7363;2434.1238;2573.6063;2541.366;2320.6787;2528.1335;2693.0341
India;INX;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;20.6456;23.1259;22.7536;22.3189;24.1497;22.6878;23.2568;24.8478;24.6468;28.993;27.8664;27.6464;27.3491;26.9487;26.963;28.5718;29.5132;31.0898;30.2048;31.2289;32.2346;32.7702;32.6733;32.9268;34.159;34.6501;35.9456;37.239;39.6949;41.1073;43.7238;45.9062;44.8406;44.3454;44.8622;46.8489;47.4574;46.7596;46.0709;40.9621;40.7146;36.9397;37.4219;36.1502;35.9674;37.4781;39.3894;38.1792;37.8977;36.2568;34.1987;36.169;37.7856
Not classified;IRL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;79.4952;85.2815;95.0619;113.0569;120.0377;121.3741;140.4346;147.4001;144.416;134.0441;114.2343;113.3962;138.8537;157.2786;155.2147;165.4062;154.2585;163.1653;164.5855;175.6528;204.7908;225.5397;241.1552;239.8941;274.117;279.9676;290.7425;303.735;303.1237;334.2317;352.5813;366.2197;382.4396;403.6708;432.9438;467.5925;504.7076;537.1769;549.7509;571.3448;574.6116;584.0948;591.1841;611.3338;635.1866;628.8444;641.4569;664.8995;676.5598;664.1015;656.7982;677.8153
Ireland; Islamic Rep.;IRN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);23.1492;27.1263;27.0059;29.617;31.915;36.5554;45.9716;42.1538;46.4047;57.4921;51.7207;35.9747;38.1826;42.0435;47.3585;54.5702;61.2387;60.926;65.5259;73.2005;69.2225;54.4137;75.7188;100.1017;109.8758;109.0224;100.5868;120.9631;94.0389;74.0346;88.5353;100.3791;94.8167;82.7247;90.1095;87.0381;84.6579;78.2155;90.176;96.3241;111.0132;115.4637;132.7077;142.7825;137.6576;137.0456;147.8866;161.3807;173.9655;187.0463;169.5839;179.9295;193.8363
Iran;IRQ;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;1.9349;2.0333;2.2467;2.5834;2.5286;2.3736;2.396;2.4657;2.5408;2.6279;2.4326;2.3401;1.9797;2.021;2.2459;2.1351;2.1422;2.1802;2.3011;2.3013;2.3417;2.2935;2.308;2.4104;2.5241;2.4437;2.7116;2.6275;2.711;2.7436;2.8558;2.9607;3.1326;3.1036;3.1791;3.1308;3.2445;3.4854;3.7862;3.8286;3.7373;3.6033;3.6509;3.7362;3.5613;3.6549;3.2142;3.3148;3.2955;3.1653;3.0602;3.079;3.5583
Iraq;ISL;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;14.9035;14.9208;15.7243;16.835;17.2946;18.1833;18.1738;18.9649;20.1928;20.5659;20.4254;21.2708;22.4685;23.2475;24.0966;25.7739;28.0779;30.6852;32.5151;33.7929;35.2242;35.8742;38.4104;42.1189;45.0856;48.2055;51.2757;52.9477;53.5146;54.9575;59.3011;59.2661;62.5269;64.2848;64.1055;61.9746;65.1446;67.4076;67.8895;67.1192;72.0337;71.2182;77.6618;68.3562;66.0166;68.0736;67.6626;67.9277;63.5495;64.7752;60.1979;59.5169;61.7712
Iceland;ISR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;312.3291;325.8967;343.5612;365.4515;368.0393;351.4344;378.8366;368.6292;376.432;392.4328;394.7641;383.4335;375.7009;371.5325;376.7046;376.6784;378.4291;398.3855;403.1843;421.1164;424.6765;423.1431;420.4467;414.6062;409.4196;434.2669;429.3317;432.6145;442.1002;449.1289;453.6343;453.5109;461.189;480.6414;491.6964;492.5259;487.0279;479.6132;464.7125;413.4588;423.0356;414.2935;394.019;361.3839;342.9496;353.6594;348.9828;345.3645;340.336;331.7847;295.1252;320.7601;322.9487
Israel;ITA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;8.0499;8.0375;8.006;8.5476;8.8503;7.4407;6.6124;7.2367;7.4058;7.1319;6.8773;6.8029;5.7991;5.8689;5.4718;4.8729;4.6556;4.8164;5.0564;6.4701;7.5122;7.4695;8.2679;8.4168;8.4999;8.7896;9.1687;9.3834;9.882;10.1447;10.2124;10.2766;10.2249;10.5305;10.5771;10.6135;12.282;12.204;9.8386;8.0147;7.6606;7.5688;6.9794;7.4491;7.1857;7.0723;7.5906;7.2777;8.6608;8.4373;5.9001;6.0939;6.083
Italy;JAM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;2.7416;2.7623;2.3163;2.6153;2.8424;3.1525;3.7723;3.9054;4.7347;5.0495;6.4209;7.4109;7.8417;9.0569;9.9197;10.1435;10.7762;12.0259;11.588;9.5113;10.0782;10.0883;11.9683;12.4342;12.9944;13.8056;14.1263;14.6203;14.8357;14.8631;16.4653;16.5076;17.2065;17.6487;19.0204;20.3165;20.5449;21.3435;20.4932;21.0629;20.5873;21.0136;24.5334;24.0968;25.8379;25.6308;25.2321;26.5496;25.2604;23.5546;21.3442;22.9857;23.5789
Jamaica;JOR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;848.591;846.2994;892.7388;1006.4478;1003.0592;948.4489;980.5085;1005.51;1006.1043;1029.8349;1002.794;981.217;939.478;942.8338;1010.6844;983.0214;980.1605;987.4112;1060.3091;1090.3849;1165.378;1175.3467;1180.4932;1172.8298;1226.7069;1236.6311;1248.8486;1235.4213;1188.3011;1229.2417;1247.7047;1233.8287;1268.2561;1275.5973;1270.3489;1282.1409;1259.5188;1295.5701;1224.1373;1160.5822;1220.1217;1272.5496;1310.7079;1325.6359;1275.3314;1234.7191;1221.3967;1205.9214;1166.6375;1127.7446;1062.869;1075.663;1082.6454
Jordan;JPN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;128.7152;133.3322;141.4318;151.0767;157.7951;165.1288;170.4892;174.7397;181.3299;186.4693;192.0339;188.629;184.8128;187.1131;188.3314;187.7852;189.7496;196.1665;202.4819;201.9519;248.5312;259.8411;265.1589;226.0391;203.8219;180.2286;157.9625;137.2776;141.5539;129.3271;130.4814;127.7442;142.266;158.4744;170.1823;181.8441;203.5088;213.9444;253.123;225.3866;241.989;258.3271;256.2936;275.2521;228.4569;201.3691;211.5262;224.3208;225.9918;214.6891;222.677;235.2223;245.8863
Japan;KAZ;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;3.7494;3.7492;3.9146;4.055;4.0943;4.0308;4.5878;4.9066;4.9089;4.8481;5.1995;5.1683;4.8416;4.5227;5.2384;5.3853;6.0146;6.2567;6.2235;6.5686;6.469;6.218;6.2952;6.1898;6.2835;6.7174;7.3986;7.1137;7.7807;7.986;8.9051;8.2508;8.0077;7.2293;8.0543;9.0238;10.0525;10.0522;10.6119;12.5109;13.5505;13.9865;12.99;14.3379;16.3998;17.7396;19.2303;19.9388;19.1136;19.4152;19.2378;20.931;21.5274
Kazakhstan;KEN;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;11.8146;12.3104;13.075;13.8674;14.6417;15.5711;16.1019;16.5326;17.2024;17.6751;18.5454;18.3023;18.0374;17.7829;17.726;17.6865;18.0736;18.7246;19.0326;19.0507;23.6563;21.2611;13.9992;10.2874;6.7305;4.7581;5.9158;5.837;6.157;4.9141;4.7979;4.0308;5.0385;5.6599;5.6106;5.3734;5.3951;6.5412;7.6036;6.8986;6.4851;7.8085;10.2332;9.5841;9.8589;10.2587;9.7179;9.5944;11.4059;10.1614;9.1595;10.1566;10.3034
Kenya;KGZ;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.2132;0.2161;0.2324;0.2834;0.3214;0.272;0.2684;0.2809;0.259;0.2716;0.2915;0.3033;0.3279;0.3673;0.3679;0.4061;0.3537;0.4009;0.4323;0.4177;0.4229;0.4549;0.4598;0.451;0.4741;1.5009;1.6662;1.779;1.9937;1.9421;2.0009;2.1872;2.2475;2.4176;2.4191;2.7008;3.0073;3.6965;4.0967;4.8736;5.1579;5.3633;5.6303;5.6916;7.0289;8.5142;10.5914;11.8491;12.3362;16.0476;16.6003;17.5165;17.6189
Kyrgyz Republic;KHM;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0188;0.0188;0.0201;0.0242;0.0296;0.0245;0.0241;0.0255;0.0253;0.0272;0.0293;0.029;0.0285;0.0282;0.0127;0.014;0.0125;0.0167;0.0169;0.0163;0.0165;0.0168;0.0168;0.0164;0.0173;0.0166;0.017;0.018;0.0186;0.0181;0.0363;0.0317;0.0463;0.0476;0.0493;0.0655;0.07;0.0616;0.0688;0.0602;0.0621;0.0582;0.0569;0.0607;0.0614;0.0639;0.0695;0.0805;0.0813;0.0859;0.0695;0.0723;0.074
Cambodia;KIR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;0.0147;0.0147;0.0179;0.018;0.0161;0.0195;0.0176;0.0195;0.0195;0.0193;0.019;0.0187;0.0175;0.0171;0.019;0.0191;0.017;0.0181;0.0207;0.0212;0.0195;0.0264;0.0266;0.0322;0.0372;0.0315;0.0365;0.0371;0.038;0.0368;0.0454;0.0472;0.0529;0.0555;0.0611;0.0565;0.0629;0.0709;0.0745;0.084;0.0922;0.0737;0.0784;0.0937;0.096;0.0962;0.1042;0.095;0.1076;0.1196;0.1016;0.0981;0.1019
Kiribati;KNA;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);EN.GHG.CO2.MT.CE.AR5;;62.022;62.681;64.5679;79.5799;83.6997;90.7721;101.4655;115.5535;122.1943;138.9696;141.4261;147.3655;147.2234;160.3251;180.463;188.9031;196.7232;202.5105;228.6407;240.7248;272.1238;299.1142;318.9316;346.4259;373.3352;404.7418;431.6152;455.5125;389.426;424.3853;474.1579;482.4925;491.271;495.4968;515.7025;515.3955;521.8783;532.9601;543.2243;551.2822;597.7645;628.4729;631.6459;628.9052;623.6855;642.8893;660.09;668.1396;670.8691;651.4543;615.2706;642.904
St. Kitts and Nevis; Rep.;KOR;Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e);38.3085;40.6706;41.2931;36.9534;30.0794;25.7432;26.3652;25.9947;29.9841;34.4292;32.2938;30.6195;32.7475;35.3325;35.9938;40.7232;43.8225;47.078;56.5763;66.0858;32.3139;38.4781;26.8487;34.0747;40.5175;40.0963;39.4298;41.5325;46.1061;49.6878;54.2634;57.2961;59.8943;62.9482;66.9826;75.1523;77.7859;76.0348;81.4394;83.2781;86.2498;89.5885;90.4512;92.8596;90.9649;94.3782;96.918;95.9095;97.7207;98.2041;97.0121;102.8902;110.1196
